query_gene	ref_gene	query_chr	ref_chr	query_index	ref_index	Type
gene:Zm00001eb000400	gene:SORBI_3002G008300	1	2	32	84	homo
gene:Zm00001eb000400	gene:SORBI_3002G008400	1	2	32	85	homo
gene:Zm00001eb000410	gene:SORBI_3001G303300	1	1	33	3191	homo
gene:Zm00001eb000410	gene:SORBI_3001G541601	1	1	33	5698	shared_gene_pairs
gene:Zm00001eb000410	gene:SORBI_3008G138100	1	8	33	1451	homo
gene:Zm00001eb000410	gene:SORBI_3001G506600	1	1	33	5324	homo
gene:Zm00001eb000410	gene:SORBI_3001G506500	1	1	33	5323	homo
gene:Zm00001eb000410	gene:SORBI_3001G228900	1	1	33	2376	homo
gene:Zm00001eb000410	gene:SORBI_3001G506700	1	1	33	5325	homo
gene:Zm00001eb000410	gene:SORBI_3001G506300	1	1	33	5321	homo
gene:Zm00001eb000410	gene:SORBI_3001G229100	1	1	33	2378	homo
gene:Zm00001eb000410	gene:SORBI_3001G229000	1	1	33	2377	homo
gene:Zm00001eb000410	gene:SORBI_3001G506800	1	1	33	5327	homo
gene:Zm00001eb000410	gene:SORBI_3001G506900	1	1	33	5328	homo
gene:Zm00001eb000410	gene:SORBI_3006G186200	1	6	33	1940	homo
gene:Zm00001eb000410	gene:SORBI_3006G186100	1	6	33	1939	homo
gene:Zm00001eb000410	gene:SORBI_3008G077900	1	8	33	798	homo
gene:Zm00001eb000440	gene:SORBI_3008G158800	1	8	36	1659	homo
gene:Zm00001eb000440	gene:SORBI_3008G158666	1	8	36	1657	homo
